		coeff	coeffLCI	coeffUCI	OR	ORLCI	ORUCI	dummyp	varp
T0_Sat1	T0 Satisfaction - The visit overall? (constant)	0.6269543993263474	0.4708972356762481	0.7830115629764468	1.8719008264462806	1.601430409305111	2.1880518089891408	3.4323372965663722e-15	3.4323372965663722e-15
T0_Sat1	Poor	0.353874853685379	-0.9821724749965008	1.689922182367259	1.4245768947755708	0.3744966299002853	5.419058990380682	0.6036702360812518	0.6036702360812518
T0_Sat1	Fair	0.536196410479333	0.010411688911117767	1.0619811320475483	1.709492273730684	1.0104660791449467	2.892094939414294	0.045632642897309436	0.045632642897309436
T0_Sat1	Good	0.09262603830175337	-0.18188183530040825	0.367133911903915	1.0970514033427943	0.8336998484876785	1.4435912202210042	0.5083927485966302	0.5083927485966302
T0_Sat1	Very Good	-0.02257513933080853	-0.24003793883609253	0.19488766017447545	0.9776777723797595	0.7865980178871779	1.2151744663340194	0.8387701923157587	0.8387701923157587
T0_Sat2	T0 Satisfaction - The thoroughness, carefulness and competence of the doctor you saw? (constant)	0.6706743247078868	0.5349126150233746	0.806436034392399	1.9555555555555557	1.7072990434484352	2.2399107792739175	3.582493553190646e-22	3.582493553190646e-22
T0_Sat2	Poor	0.7156200364120037	-1.4798878245814655	2.9111278974054726	2.045454545454545	0.22766322516905443	18.377514833209702	0.5229236881104764	0.5229236881104764
T0_Sat2	Fair	0.2588616339162883	-0.35401642746837	0.8717396953009466	1.2954545454545445	0.7018634374212722	2.3910669652557366	0.4077661964534296	0.4077661964534296
T0_Sat2	Good	0.16158565831477614	-0.1557642840078808	0.4789356006374331	1.175373134328358	0.8557608831245633	1.6143551687671365	0.31829948539527797	0.31829948539527797
T0_Sat2	Very Good	-0.1098587765805602	-0.3191049391766362	0.09938738601551578	0.8959606569900685	0.7267992755867977	1.1044940822567009	0.30346857170782837	0.30346857170782837
T0_Sat3	T0 Satisfaction - The personal manner (courtesy, respect, sensitivity, friendliness) of the doctor you saw? (constant)	0.6539264674066636	0.5249482629331296	0.7829046718801976	1.9230769230769222	1.690371391259018	2.1878179382322016	2.869953015304582e-23	2.869953015304582e-23
T0_Sat3	Poor	1.2919836816486492	-0.8072719077094144	3.3912392710067127	3.6399999999999997	0.44607333701552915	29.702739214692713	0.22771846062386247	0.22771846062386247
T0_Sat3	Fair	0.005319161477600288	-0.6312314878877688	0.6418698108429693	1.0053333333333336	0.5319363243434574	1.9000302571150083	0.9869329080692142	0.9869329080692142
T0_Sat3	Good	-0.08640549996412783	-0.4030072675060032	0.23019626757774753	0.9172222222222224	0.6683072423790154	1.2588470565476073	0.5927159885563316	0.5927159885563316
T0_Sat3	Very Good	0.03157736384071394	-0.1828051705771639	0.24595989825859177	1.0320812182741124	0.8329304192825727	1.2788482884700703	0.7728171808139324	0.7728171808139324
T0_Sat4	T0 Satisfaction - The length of time you waited between being referred by your doctor and seeing the neurologist today? (constant)	0.6931471805599445	0.46733129049924915	0.9189630706206399	1.9999999999999984	1.595729966035394	2.5066897815662577	1.786080050282913e-09	1.786080050282913e-09
T0_Sat4	Poor	0.14645093052595645	-0.15004372756376924	0.4429455886156821	1.1577181208053704	0.8606703405849998	1.557287597862505	0.33299094207862756	0.33299094207862756
T0_Sat4	Fair	-0.04989697114462214	-0.3706075530332103	0.270813610743966	0.9513274336283195	0.6903148003559857	1.3110306855758218	0.7604147437569244	0.7604147437569244
T0_Sat4	Good	-0.1598487009418952	-0.47156640541331996	0.1518690035295295	0.852272727272728	0.6240240277070118	1.16400774553818	0.3148637877241792	0.3148637877241792
T0_Sat4	Very Good	-0.16846452213252716	-0.48214100752639527	0.14521196326134095	0.8449612403100786	0.6174599891201613	1.156284634156928	0.29251189244863296	0.29251189244863296
T0_Sat5	T0 Satisfaction - Length of time spent waiting at the clinic today? (constant)	0.5901992113075036	0.3354516786827291	0.8449467439322782	1.8043478260869579	1.3985719477151182	2.327853838927344	5.6029068961623514e-06	5.6029068961623514e-06
T0_Sat5	Poor	0.6818569601225432	0.2615355613756045	1.1021783588694818	1.9775465498357048	1.2989231322439951	3.010717308583969	0.001475254975271968	0.001475254975271968
T0_Sat5	Fair	0.12185212389159422	-0.2077050103557293	0.45140925813891775	1.1295870504920436	0.8124466647189255	1.5705239002744247	0.46864406598998753	0.46864406598998753
T0_Sat5	Good	-0.05082570774283047	-0.35482282490083467	0.25317140941517374	0.9504443111813761	0.7012976846888282	1.2881040510747759	0.743146708528452	0.743146708528452
T0_Sat5	Very Good	-0.026729854056090803	-0.3517328537945436	0.298273145682362	0.9736242266362743	0.7034680256900644	1.3475298095648356	0.8719381403656078	0.8719381403656078
T0_Sat6	T0 Satisfaction - Convenience of the location of the clinic? (constant)	0.7108467576593465	0.5398877098145164	0.8818058055041765	2.035714285714286	1.7158141822742465	2.415257255636118	3.653740099093669e-16	3.653740099093669e-16
T0_Sat6	Poor	-0.13750077691202156	-0.6097186591918196	0.3347171053677764	0.8715336728919072	0.5435037573529782	1.3975449713241908	0.5682003983376291	0.5682003983376291
T0_Sat6	Fair	-0.006003537336209203	-0.31705770004048806	0.3050506253680697	0.9940144478844174	0.7282887316240328	1.3566936843848292	0.9698244092146092	0.9698244092146092
T0_Sat6	Good	-0.05487858034115535	-0.32286705365289037	0.2131098929705797	0.9466000768344215	0.7240701104455616	1.2375206385905655	0.6881545801046375	0.6881545801046375
T0_Sat6	Very Good	-0.11595526713348255	-0.36314202550189334	0.13123149123492822	0.8905150576977203	0.6954876495018566	1.1402317044082277	0.3578765709508983	0.3578765709508983
T0_Sat7	T0 Satisfaction - Time spent with the doctor you saw? (constant)	0.7128630437243623	0.5537074975574373	0.8720185898912872	2.039823008849557	1.739690976180488	2.3917339138973492	1.6530943870306988e-18	1.6530943870306988e-18
T0_Sat7	Poor	-0.15324725578893963	-1.3919865441692492	1.0854920325913697	0.8579175704989157	0.24858099668239506	2.960896317875646	0.8084147572532352	0.8084147572532352
T0_Sat7	Fair	0.20342768814979284	-0.2488980420212326	0.6557534183208182	1.2255965292841653	0.7796594618352463	1.9265935015495335	0.37806422517011584	0.37806422517011584
T0_Sat7	Good	-0.019715863164417025	-0.2829964313389344	0.2435647050101003	0.9804772234273322	0.7535224769212445	1.2757888651014269	0.8833114878611595	0.8833114878611595
T0_Sat7	Very Good	-0.1643877990371312	-0.3881509685312572	0.059375370456994786	0.8484129443534469	0.6783099320796823	1.0611734991695925	0.14989875605520003	0.14989875605520003
T0_Sat8	T0 Satisfaction - Explanation given to you about the cause of your symptoms? (constant)	0.7379785938566759	0.5805153398445979	0.8954418478687538	2.0917030567685595	1.7869590847218841	2.4484173784963184	4.088290975928752e-20	4.088290975928752e-20
T0_Sat8	Poor	0.432092658793579	-0.3321635361334165	1.1963488537205744	1.5404778473672	0.7173699973456299	3.3080167933002267	0.2678108564981231	0.2678108564981231
T0_Sat8	Fair	-0.0553027131640256	-0.4364345500666281	0.325829123738577	0.9461986778009743	0.6463367992023374	1.3851786544990432	0.7761090226705457	0.7761090226705457
T0_Sat8	Good	0.0047025218255460225	-0.25814075745472204	0.2675458011058141	1.0047135960334026	0.772486491221751	1.3067534792198683	0.9720273828509423	0.9720273828509423
