		coeff	coeffLCI	coeffUCI	OR	ORLCI	ORUCI	p
T0_Sat4	constant	0.9433316785363549	0.4219943007865453	1.4646690562861644	2.5685246772678334	1.5249998333589438	4.326111304027267	0.00039046118304537827
T0_Sat4	Binned Ages - 36-45	0.25282300240186956	-0.19801422152903692	0.703660226332776	1.287655344760268	0.8203581863071039	2.0211370040122767	0.2717159501880134
T0_Sat4	Binned Ages - 46-55	0.40924038341993707	-0.09274832643350228	0.9112290932733764	1.5056736159600947	0.9114228524738593	2.487377874764632	0.11007913440468867
T0_Sat4	Binned Ages - >=56	0.48418039173581123	-0.0036108627761523016	0.9719716462477748	1.6228443669615227	0.9963956485493165	2.6431506833787566	0.051720192681968306
T0_Sat4	T0 Patient gender - Female	0.07550434014493573	-0.28797273949361507	0.43898141978348654	1.0784279082413188	0.7497820313983034	1.5511264668543752	0.683905713575246
T0_Sat4	T0 SF12 Physical Functioning Scale - 0.0	1.6697875557362032	0.9709903507832068	2.3685847606891994	5.311039377471721	2.640558243783626	10.682263621891373	2.822011743699851e-06
T0_Sat4	T0 SF12 Physical Functioning Scale - 25.0	0.506826165896263	-0.15942095788350752	1.1730732896760334	1.6600142155170339	0.8526373589944564	3.231909986877023	0.13596678728290132
T0_Sat4	T0 SF12 Physical Functioning Scale - 50.0	0.3474843601533987	-0.16956964044541356	0.8645383607522109	1.4155021722047263	0.8440279739495877	2.373909942984867	0.18777593533956005
T0_Sat4	T0 SF12 Physical Functioning Scale - 75.0	0.0010328366121987946	-0.4603708206088504	0.4624364938332479	1.0010333701716099	0.6310495959190291	1.587938277240745	0.9964994414082387
T0_Sat4	T0 SIMD 2004 Quintile - Binned - 5 (Most Deprived)	0.4430822861167545	-0.07555533137459614	0.9617199036081051	1.5575004897361457	0.9272284242913088	2.616192204614959	0.09404500876389639
T0_Sat4	T0 Satisfaction - The length of time you waited between being referred by your doctor and seeing the neurologist today? - Fair	-0.4179546125763655	-0.9887706871864352	0.15286146203370427	0.658392110468323	0.3720337558898303	1.1651635483724712	0.15125968214832444
T0_Sat4	T0 Satisfaction - The length of time you waited between being referred by your doctor and seeing the neurologist today? - Good	-0.6570468299658048	-1.1958265770134375	-0.118267082918172	0.5183799403704502	0.30245384943139814	0.8884587287734999	0.01683947481315614
T0_Sat4	T0 Satisfaction - The length of time you waited between being referred by your doctor and seeing the neurologist today? - Very Good	-0.6692294141925821	-1.1821547991673373	-0.15630402921782682	0.5121030451200635	0.30661732749102744	0.8552991149168372	0.010551098717302702
T0_Sat4	T0 Satisfaction - The length of time you waited between being referred by your doctor and seeing the neurologist today? - Excellent	-1.0894826177655668	-1.6208031910019163	-0.5581620445292172	0.33639049115521363	0.19773981244592034	0.5722598860590782	5.8459999635824574e-05
