		coeff	coeffLCI	coeffUCI	OR	ORLCI	ORUCI	p
T0_Sat7	constant	1.5867500268318218	0.05795279730640446	3.115547256357239	4.8878377453498745	1.0596649754886003	22.54576529138473	0.04192526575742548
T0_Sat7	Binned Ages - 36-45	0.4022173112836421	0.07777135034399063	0.7266632722232935	1.4951362073437362	1.0808754886048264	2.0681681674506893	0.01510810108626363
T0_Sat7	Binned Ages - 46-55	0.29578131930802043	-0.028769139305641456	0.6203317779216824	1.3441761793125862	0.9716407522347217	1.859544895452168	0.0740625404561986
T0_Sat7	Binned Ages - >=56	0.1456950424042961	-0.1400705921539207	0.4314606769625129	1.1568433460871834	0.869296867694505	1.5395046009259312	0.31766389679175655
T0_Sat7	T0 Patient gender - Female	-0.22337264387604394	-0.44005297064447024	-0.00669231710761764	0.7998167469422903	0.6440023069623857	0.9933300265750618	0.04333167596817504
T0_Sat7	T0 SF12 Physical Functioning Scale - 0.0	1.0895656000809284	0.6909506735387867	1.48818052662307	2.972982328733668	1.9956118070702615	4.429029681849077	8.446355133035052e-08
T0_Sat7	T0 SF12 Physical Functioning Scale - 25.0	0.7602631748041563	0.3270333494917243	1.1934930001165882	2.1388390349784268	1.3868477270758897	3.2985830587132083	0.0005828173314651491
T0_Sat7	T0 SF12 Physical Functioning Scale - 50.0	0.23178480209467497	-0.07276230406626163	0.5363319082556116	1.2608483677035416	0.929821818626095	1.7097239218258864	0.13578043919521968
T0_Sat7	T0 SF12 Physical Functioning Scale - 75.0	0.28850523127105043	-0.01751020310485557	0.5945206656469564	1.334431330276627	0.9826422096124247	1.812162105194115	0.06462913253319075
T0_Sat7	T0 SIMD 2004 Quintile - Binned - 5 (Most Deprived)	-0.06121432787907377	-0.356308199569498	0.23387954381135045	0.9406216167339365	0.7002567681397208	1.2634922875756174	0.6843199450806492
T0_Sat7	T0 Satisfaction - Time spent with the doctor you saw? - Fair	-0.3347552736249107	-1.94424013567267	1.2747295884228487	0.7155131698723001	0.14309591551879702	3.5777338186389827	0.6835298403124029
T0_Sat7	T0 Satisfaction - Time spent with the doctor you saw? - Good	-0.8560364276873191	-2.389321837319722	0.6772489819450838	0.4248426441450423	0.09169184478473766	1.9684550213586098	0.2738444875604725
T0_Sat7	T0 Satisfaction - Time spent with the doctor you saw? - Very Good	-0.8769211416713327	-2.40426492763998	0.6504226442973144	0.41606193746302805	0.09033187167328662	1.916350592530464	0.2604580766298433
T0_Sat7	T0 Satisfaction - Time spent with the doctor you saw? - Excellent	-0.8625980751603726	-2.390158933257699	0.6649627829369542	0.4220641023577111	0.0916151220305558	1.9444181544571562	0.26839263745003383
