		coeff	coeffLCI	coeffUCI	OR	ORLCI	ORUCI	p
T0_Sat5	constant	1.035890522284346	0.30547282144031995	1.766308223128372	2.8176142670228685	1.357266596061643	5.849219439104396	0.005441692903377728
T0_Sat5	Binned Ages - 36-45	0.17856882809612779	-0.27283388063011893	0.6299715368223745	1.1955051647862094	0.761219230385241	1.8775571372614823	0.43814153308360715
T0_Sat5	Binned Ages - 46-55	0.414852505506143	-0.08973865544114906	0.9194436664534351	1.5141473958176126	0.9141700674275792	2.5078947757637904	0.10709352860503013
T0_Sat5	Binned Ages - >=56	0.4625784268269131	-0.025275600858692293	0.9504324545125185	1.5881636740694343	0.9750411528159225	2.586828102946647	0.0631095762430692
T0_Sat5	T0 Patient gender - Female	0.022339342298498852	-0.34278639505877434	0.3874650796557721	1.0225907338898639	0.7097898099791897	1.4732415066202051	0.9045499318458294
T0_Sat5	T0 SF12 Physical Functioning Scale - 0.0	1.5442751990590744	0.8415335889947647	2.247016809123384	4.684575011859345	2.3199220570037076	9.459474285131948	1.6546694834796044e-05
T0_Sat5	T0 SF12 Physical Functioning Scale - 25.0	0.5265285226021253	-0.1420339223918653	1.195090967596116	1.6930447287216097	0.8675918251968535	3.30385830087974	0.12269108413955628
T0_Sat5	T0 SF12 Physical Functioning Scale - 50.0	0.3621437538733121	-0.155232183121352	0.8795196908679762	1.4364054159614685	0.8562163554169894	2.409742007320805	0.17009416911032837
T0_Sat5	T0 SF12 Physical Functioning Scale - 75.0	-0.038945982865715094	-0.5008735949189644	0.42298162918753424	0.9618026615667191	0.6060010289851516	1.5265062525487738	0.8687485990557052
T0_Sat5	T0 SIMD 2004 Quintile - Binned - 5 (Most Deprived)	0.4309840358206026	-0.08658540582591662	0.9485534774671218	1.5387709845447335	0.9170572234104535	2.581972075931176	0.10266326363622343
T0_Sat5	T0 Satisfaction - Length of time spent waiting at the clinic today? - Fair	0.018775723984303973	-0.7172252011239608	0.7547766490925687	1.018953096248351	0.4881047711837719	2.127136372455563	0.9601227168902131
T0_Sat5	T0 Satisfaction - Length of time spent waiting at the clinic today? - Good	-0.5296179262636286	-1.2105773781324909	0.15134152560523384	0.588829903146216	0.29802515653635536	1.163393919052892	0.12741707925208307
T0_Sat5	T0 Satisfaction - Length of time spent waiting at the clinic today? - Very Good	-1.0043794512645126	-1.6889795646214014	-0.3197793379076236	0.36627185383222377	0.18470791034501607	0.726309288319626	0.004034256159787413
T0_Sat5	T0 Satisfaction - Length of time spent waiting at the clinic today? - Excellent	-0.8860390408550809	-1.6257668578014264	-0.14631122390873552	0.4122855690987291	0.19676072983408632	0.8638887984934488	0.01889345748276206
