		coeff	coeffLCI	coeffUCI	OR	ORLCI	ORUCI	p	llrp
constant	constant	0.3408520088981117	-0.15060054437013154	0.832304562166355	1.4061451284961788	0.8601912382731127	2.298609930464969	0.1740346544855499	1.0
AgeBins	Binned Ages - 36-45	0.5905711226431518	0.26515912829056926	0.9159831169957344	1.8050190082993318	1.3036384050249124	2.4992310810754623	0.00037508052826953957	1.0814127371361337e-10
AgeBins	Binned Ages - 46-55	1.0876429242041836	0.705767440611013	1.4695184077973542	2.967271738894073	2.025400463198836	4.347141087611712	2.3736761392302525e-08	1.0814127371361337e-10
AgeBins	Binned Ages - >=56	1.1791922273595705	0.7853241556151743	1.5730602991039668	3.251746469895149	2.19311773695187	4.821380506078874	4.41377411096342e-09	1.0814127371361337e-10
Gender	T0 Patient gender - Female	0.4758931642559604	0.20204860082079856	0.7497377276911222	1.6094510598715954	1.2239074895744972	2.1164448589348486	0.0006590553422752865	0.0006533740791599962
Diagnosis	T0 Neurologist assigned explanation of symptoms by organic disease - Somewhat explained	-0.08387408967196135	-0.3486874436439431	0.18093926430002039	0.9195470292745551	0.7056136398353771	1.1983423949187464	0.5347459717655265	0.5343436041896259
T0_PHQ13_Binned	T0 PHQ13 - Binned - 3-5	-0.3109488223587237	-0.7079882991518245	0.08609065443437708	0.7327513753967904	0.4926342340047905	1.0899051285596746	0.1247882231376537	0.3307506548879442
T0_PHQ13_Binned	T0 PHQ13 - Binned - 6-8	-0.30617832577355186	-0.739089405524912	0.1267327539778082	0.7362553144504337	0.4775485706837563	1.1351136226423333	0.16568784935758774	0.3307506548879442
T0_PHQ13_Binned	T0 PHQ13 - Binned - 9-13	-0.4656345654347569	-0.9889078848032336	0.057638753933719755	0.6277366388033989	0.3719827172464239	1.059332246974109	0.08114632468484352	0.3307506548879442
T0_SF12_PF	T0 SF12 Physical Functioning Scale - 0.0	-0.0976028700653135	-0.5802654109307911	0.3850596708001641	0.9070090326781073	0.5597497831374887	1.469702017120047	0.6918547746174244	0.829572579175434
T0_SF12_PF	T0 SF12 Physical Functioning Scale - 25.0	0.006618667868050892	-0.507764586572183	0.5210019223082848	1.0066406196540276	0.6018394361712676	1.6837137552566082	0.9798800968912443	0.829572579175434
T0_SF12_PF	T0 SF12 Physical Functioning Scale - 50.0	0.19498765675633764	-0.2334582190294461	0.6234335325421214	1.2152959857026784	0.7917906768321161	1.865321701910115	0.3723991081738304	0.829572579175434
T0_SF12_PF	T0 SF12 Physical Functioning Scale - 75.0	0.032873224775529536	-0.35815767407808174	0.42390412362914087	1.033419518944931	0.6989628579933236	1.5279150958069554	0.8691246646921541	0.829572579175434
T0_HADS_Binned	T0 HADS - Binned - 8-14	0.005017261320353695	-0.3564849433357169	0.36651946597642426	1.0050298688522072	0.7001330130579912	1.4427044839284284	0.9782984693560263	0.12412420583708816
T0_HADS_Binned	T0 HADS - Binned - 15-21	-0.3045589638753349	-0.7207586878586185	0.11164076010794871	0.7374485441285991	0.48638310298686627	1.118111118370975	0.1515076871652961	0.12412420583708816
T0_HADS_Binned	T0 HADS - Binned - >=22	-0.4845715300146681	-0.9827675191015114	0.013624459072175243	0.6159610610580798	0.374273854175581	1.0137176949630202	0.05660303553613648	0.12412420583708816
T0_NegExpectation	T0 IPQ1 - Agree or Strongly agree (>3) - Negative Expectation	0.013891311765849573	-0.26282545520302714	0.29060807873472627	1.0139882443573582	0.7688760889204339	1.337240388290078	0.9216217310342354	0.9216151806497498
T0_PsychAttribution	T0 Causal Attribution - Strongly agree or agree to stress & worry or emotional factors (df['T0_C7'] > 3) | (df['T0_C8'] > 3) - No Psychological Attribution	-0.28461390299543815	-0.5700318324996947	0.0008040265088183896	0.7523046608292974	0.565507436897705	1.0008043498247776	0.050648880672456674	0.04993033732253238
T0_IllnessWorry	T0 Whiteley Index - Sum of (T0_Wserious, T0_Wseriousworry, T0_Wattention) - 1.0	-0.1848922830611129	-0.5093818836301962	0.13959731750797036	0.8311938126832774	0.6008668696981904	1.1498106969851527	0.26409008971717274	0.2547547806585577
T0_IllnessWorry	T0 Whiteley Index - Sum of (T0_Wserious, T0_Wseriousworry, T0_Wattention) - 2.0	-0.04507685805899169	-0.4322912302013052	0.3421375140833218	0.9559240085457885	0.6490203348363701	1.4079538976920225	0.8195174656260942	0.2547547806585577
T0_IllnessWorry	T0 Whiteley Index - Sum of (T0_Wserious, T0_Wseriousworry, T0_Wattention) - 3.0	0.31687997132497214	-0.18689359584033283	0.8206535384902771	1.3728377821358886	0.8295319973447486	2.2719841815535444	0.21763462987702276	0.2547547806585577
T0_IncapacityBenefitorDLA	T0 Socioeconomic - Are you currently receiving incapacity benefit or disability living allowance? - Yes	0.2525623686837081	-0.1150201682780354	0.6201449056454517	1.2873197820914255	0.8913481667678943	1.8591974305315933	0.17808586219777112	0.17670256907069892
T0_SIMD04_bin	T0 SIMD 2004 Quintile - Binarised - 4-5 (Most Deprived)	-0.3078631391410075	-0.5796136457699878	-0.03611263251202723	0.735015906033903	0.5601147274609838	0.964531649742189	0.02639016960099498	0.026617903181103353
