		coeff	coeffLCI	coeffUCI	OR	ORLCI	ORUCI	p	llrp
constant	constant	0.20682530647797145	-0.24988121874347893	0.6635318316994219	1.2297677205603592	0.7788932955012602	1.9416377766597104	0.3747589699191952	1.0
AgeBinInt	Binned Ages (IntEnc)	0.13646360715797967	0.058396685881392435	0.2145305284345669	1.1462131630621484	1.0601354530766225	1.2392799536739751	0.0006123531319050371	0.000609671503212672
Gender_bin	T0 Patient gender - Female	-0.21926053946697402	-0.3997667964908217	-0.03875428244312634	0.8031124484040684	0.6704763852513657	0.9619870572171858	0.017276786292232053	0.017014596906464008
ExpGroups_bin	Broad organicity groups - Not Explained	-0.2677854114061133	-0.6316571120520524	0.09608628923982593	0.7650719392006616	0.5317099675648311	1.1008540517549943	0.14918861783572285	0.14865648608119164
T0_PHQNeuro28_BinInt	T0 PHQ13 & Neurosymptoms 15 - Binned (IntEnc)	0.13045748804672952	0.027290964410864413	0.2336240116825946	1.1393495028911664	1.027666773723807	1.263169465949112	0.013195852094313978	0.013019316013052507
T0_SF12_PF_BinInt	T0 SF12 PF - Recoded (IntEnc)	-0.12387147643093191	-0.20390385210735162	-0.04383910075451221	0.8834933833090266	0.8155407799451744	0.9571079430305185	0.0024168045050721536	0.0023116388295963963
T0_HADS_BinInt	T0 HADS - Binned (IntEnc)	0.05896192194687443	-0.06241226887848726	0.1803361127722361	1.0607348492532074	0.9394954821903595	1.1976198308021733	0.3410342515430441	0.3407836329648076
T0_NegExpectation	T0 IPQ1 - Agree or Strongly agree (>3) - Negative Expectation	0.544310159380966	0.33088382098884295	0.7577364977730892	1.7234190877213897	1.392198038720717	2.133441701046859	5.775449088781322e-07	4.815083696207978e-07
T0_LackofPsychAttribution	T0 Causal Attribution - Strongly agree or agree to stress & worry or emotional factors (df['T0_C7'] > 3) | (df['T0_C8'] > 3) - No Psychological Attribution	0.24633501008994693	0.02072474757475165	0.4719452726051422	1.2793280895774937	1.0209409964734306	1.6031096473111346	0.03235412694777629	0.03243399878896713
T0_IllnessWorry	T0 Whiteley Index - Sum of (T0_Wserious, T0_Wseriousworry, T0_Wattention)	0.022798953829435614	-0.08388589457764667	0.1294838022365179	1.023060836406582	0.9195361741726732	1.1382406743602362	0.6753245299270463	0.6751156399028196
T0_IncapacityBenefitorDLA	T0 Socioeconomic - Are you currently receiving incapacity benefit or disability living allowance? - Yes	0.24269747074169445	-0.06573306587155642	0.5511280073549454	1.2746829368970924	0.9363807829224097	1.735209243130348	0.12301182494185135	0.12039064404685751
T0_SIMD04_bin	T0 SIMD 2004 Quintile - Binarised - 4-5 (Most Deprived)	0.12376469666028042	-0.09840700592356053	0.34593639924412134	1.1317495352201914	0.9062799673642444	1.413312725201536	0.2749066073272891	0.27386035818882004
ExpGroups_bin*T0_IncapacityBenefitorDLA	Interaction Term - Expgroups & Incapacity Benefit or DLA - Not Explained & In Receipt of DLA	0.39387763867362824	-0.13188339001156568	0.9196386673588222	1.4827191100974988	0.8764431911510996	2.5083838652005714	0.142017035456981	0.1385011737557238
ExpGroups_bin*T0_LackofPsychAttribution	Interaction Term - Expgroups & Lack of Psychological Attribution - Not Explained & Lack of Psych Attribution	0.5084343682542014	0.1078168875490999	0.9090518489593029	1.6626860021035437	1.1138437680493551	2.481968136727563	0.012866515827739566	0.012455013609355192
ExpGroups_bin*T0_SIMD04_bin	Interaction Term - Expgroups & Lack of Psychological Attribution - Not Explained & Most Deprived Post Code	-0.14122359667860984	-0.5665417460207576	0.28409455266353784	0.8682951420808138	0.5674845549064846	1.3285585435631482	0.5151815025124094	0.5155107685187128
ExpGroups_bin*T0_NegExpectation	Interaction Term - Expgroups & Negative Expectation of Recovery - Not Explained & Negative Expectation	0.21025915665225228	-0.21256026652642232	0.6330785798309269	1.2339978172645458	0.8085115886681228	1.8833998601332613	0.32973457906760983	0.327933524717534
